feature,in_cascade,in_feedback_loop,in_feedforward_loop,in_single_input_module
z245,,,,
z246,0.010367137758553802,0.033165810059309006,-0.027327140440791077,-0.0227883453642974
z247,,,,
z248,,,,
z249,,,,
z25,0.005001701089862268,-0.035611537078789286,0.013784277462054689,0.014958683635521155
z250,,,,
z251,,,,
z252,,,,
z253,-0.01271940984192609,-0.014299693709808922,-0.0037548330513377864,0.0003565496928720994
z254,,,,
z255,,,,
z256,,,,
z257,,,,
z258,,,,
z259,-0.0005990560445001021,-0.03736025479830283,0.01765625558603721,0.005391674928822986
z26,,,,
z260,0.0037565427749181955,-0.0009467525315778637,-0.02415810437336914,0.0021248856508251602
z261,-0.014304328768181704,0.0076473566942473455,-0.009992230735354215,0.01026715825397029
z262,0.0054281797822384095,-0.04136770433807505,0.013693165801988719,0.010455369920591194
z263,,,,
z264,0.0003127347637382292,-0.030547185393890966,-0.01647471255152145,0.01116738313016366
z265,,,,
z266,,,,
z267,-0.006930041710660572,-0.0077910433809592694,-0.00758142631410315,0.02649252018797068
z268,0.029175755845323195,0.012876996928827718,-0.0022610341034591166,-0.035676280058432694
z269,-0.002824894916467185,-0.0174537768747152,-0.024538866945203394,0.02145561530302334
z27,,,,
z270,0.002994507414789755,-0.030035945278331498,0.00991332107847877,0.010056724319735984
z271,,,,
z272,0.019918005688614085,-0.017194132819254804,-0.008755721637857258,-0.000312047430097483
z273,,,,
z274,0.00023203178746970463,-0.03789779903614075,0.022863619198875005,0.007073339337183586
z275,,,,
z276,-0.014128224907640126,-0.01588354266065179,0.00907873844737889,0.005326760726454569
z277,,,,
z278,0.005238543103996883,0.020576283373801157,-0.040171402298119066,-0.007751951796079501
z279,,,,
z28,-0.007854341366046486,-0.02739822131718224,0.019906305229977408,-0.024845308786681092
z280,-0.003031351877412037,0.03103784436409738,-0.006114523589382952,0.009425085857457416
z281,,,,
z282,-0.004204125853218412,-0.014382688554484959,0.010257546760069984,0.016101586572867328
z283,,,,
z284,,,,
z285,,,,
z286,,,,
z287,,,,
z288,,,,
z289,,,,
z29,,,,
z290,,,,
z291,0.005553610154785355,-0.021834630565440077,0.009900250314019013,-0.007160921339808059
z292,,,,
z293,,,,
z294,-0.002787512412438395,0.021157192337832934,0.00029819975418994213,-0.011861466654204716
z295,,,,
z296,,,,
z297,0.015065739763702568,0.009804620476122142,-0.02273068858198713,-0.029971699857685757
z298,0.009494773847161797,0.0064978444943180206,-0.015711041855999204,-0.04154951637620384
z299,,,,
z3,-0.009745234549429842,-0.010956001176072828,0.033026960563963044,-0.010618178868334958
z30,0.011118508426970819,-0.002352882914240873,-0.007063048761275422,-0.01028639386769815
z300,,,,
z301,0.028764723314002445,0.08186287115554766,-0.04564173273055723,-0.09310910623000737
z302,,,,
z303,0.013105920317122818,-0.02396803863631275,-0.030872993048438817,0.001403185038438278
z304,,,,
z305,,,,
z306,,,,
z307,0.012705940488718235,0.058770146585722924,-0.02418146262489649,-0.03196601931556434
z308,,,,
z309,,,,
z31,,,,
z310,,,,
z311,,,,
z312,,,,
z313,,,,
z314,,,,
z315,,,,
z316,0.01780471717758999,0.06412745821179133,-0.02354458720296486,-0.058527478977275386
z317,,,,
z318,,,,
z319,0.01408298808781889,0.013305691489812064,-0.021589522962005243,-0.017055447822851264
z32,,,,
z320,,,,
z321,,,,
z322,,,,
z323,0.015516303105460812,0.027046621467625914,-0.04360314346782805,-0.03064013695943923
z324,-0.024693554042840342,-0.01121758447689158,0.0174283989903128,0.002097267654280704
z325,,,,
z326,0.0174386041032958,0.03630664278768464,-0.012275580035537968,-0.03113649649030107
z327,,,,
z328,,,,
z329,,,,
z33,,,,
z330,,,,
z331,,,,
z332,,,,
z333,-0.00244877065386887,-0.02051433529194926,0.0035173953598056583,0.013722095028742233
z334,-0.006930041710660575,-0.00779104338095927,-0.007581426314103147,-0.007550810816874705
z335,,,,
z336,,,,
z337,,,,
z338,,,,
z339,,,,
z34,,,,
z340,,,,
z341,0.006759222839146331,0.02141061542409079,0.00037354894422672114,-0.04036560289314951
z342,-0.006930041710660573,-0.007791043380959272,-0.007581426314103147,0.026492520187970676
z343,0.005736340306870862,-0.018788630583888716,0.008441204916902412,0.0015819891719264702
z344,-0.013042486961693613,-0.021394165970725156,0.005510494511236479,0.013969149731676775
z345,,,,
z346,,,,
z347,,,,
z348,0.012447492896837187,-0.001939963447398487,0.003403723386012813,-0.010465025658264654
z349,,,,
z35,-0.006930041710660574,-0.00779104338095927,-0.007581426314103147,-0.007550810816874704
z350,,,,
z351,,,,
z352,,,,
z353,,,,
z354,-0.001962518482625519,-0.02755459321499068,0.007074324065208044,0.0013840168266881347
z355,,,,
z356,,,,
z357,,,,
z358,,,,
z359,,,,
z36,-0.0026857485596940914,-0.007324857730027628,-0.02638391599697543,0.008101577508781401
z360,,,,
z361,-0.00933091300655912,-0.010490203530265573,0.005306969493603892,-0.010166743838332194
z362,,,,
z363,,,,
z364,,,,
z365,-0.0069300417106605726,-0.007791043380959269,-0.007581426314103148,0.026492520187970672
z366,,,,
z367,0.00787940999359343,-0.017681299261844023,0.005160256823363493,0.009874998838567201
z368,,,,
z369,,,,
z37,,,,
z370,,,,
z371,,,,
z372,,,,
z373,,,,
z374,,,,
z375,,,,
z376,,,,
z377,,,,
z378,,,,
z379,,,,
z38,-0.0069300417106605726,-0.007791043380959269,-0.0075814263141031485,0.026492520187970672
z380,0.02886562828242091,-0.00779104338095927,-0.007581426314103148,-0.007550810816874702
z381,0.014149400284862269,0.012618783566015078,-0.02044843789779109,-0.044858958214729294
z382,,,,
z383,,,,
z384,,,,
z385,,,,
z386,0.008460224556415447,8.730641073397861e-05,0.004649961225843883,0.00012028476395777987
z387,-0.009377765303775324,-0.02492140838697783,0.018215008577262028,0.012173532688367563
z388,0.008317317280860121,-0.013303298333653634,-0.019821053768111593,-0.011404517763998747
z389,0.0026131615068922132,0.010400758806537142,-0.01162546147716573,-0.0074144455088676915
z39,,,,
z390,,,,
z391,,,,
z392,0.024500806279469114,0.004924664559558012,-0.029920554184344385,-0.019139779514212966
z393,0.010409863505327025,0.006253192798959025,-0.011965285362024042,-0.039013309308594986
z394,,,,
z395,,,,
z396,0.007428645398062109,-0.002258559767381682,-0.019469714872715795,-0.025356099573636853
z397,,,,
z398,,,,
z399,0.015443493583897152,-0.010302040367794944,0.006588147914639348,0.0018612676933882212
z4,,,,
z40,,,,
z400,,,,
z401,0.018517765245195692,-0.004144901427995451,-0.011350697532327248,-0.002502066137692023
z402,-0.011518504877378774,0.0073862453625005865,-0.012601178986000782,-0.01255029260336809
z403,,,,
z404,0.0052734755187698185,0.030145616644387398,-0.02181690994991479,-0.03323855564159747
z405,,,,
z406,,,,
z407,-0.010004274691981455,-0.0121101674294722,-0.004389524213442885,0.02861262348594842
z408,0.038568781983383385,-0.010628258072480374,-0.02405055794133729,-0.0374311256211311
z409,0.007601562050555073,0.006133510237060177,-0.012163375263599122,-0.04303116089231512
z41,-0.0033253239746838022,-0.021538113406620128,-0.01480733934361183,0.03154744875051466
z410,,,,
z411,,,,
z412,,,,
z413,,,,
z414,,,,
z415,-0.006930041710660573,-0.007791043380959274,-0.007581426314103148,0.026492520187970683
z416,,,,
z417,,,,
z418,,,,
z419,,,,
z42,-0.009374690937739854,-0.008067915229231882,-0.014916840471833993,0.0283759481600782
z420,,,,
z421,,,,
z422,,,,
z423,,,,
z424,,,,
z425,,,,
z426,,,,
z427,,,,
z428,,,,
z429,,,,
z43,0.0012403711499374458,0.001390541632816297,-0.012157547671398863,-0.03567550908877254
z430,,,,
z431,,,,
z432,,,,
z433,,,,
z434,,,,
z435,,,,
z436,,,,
z437,0.010087480788690647,-0.013318748718001757,0.0055458550606078,-0.01228525363560182
z438,,,,
z439,0.007013106699558522,-0.008712075576845633,-0.016624087084719838,0.014816435379456021
z44,,,,
z440,0.01658657367863543,0.002021352596265,-0.010063038389930586,-0.009902388393848445
z441,2.6638050794431864e-05,-0.02026694857727653,-0.005016942022369855,0.01212179653288873
z442,,,,
z443,,,,
z444,,,,
z445,,,,
z446,,,,
z447,,,,
z448,,,,
z449,,,,
z45,0.009076050681133246,-0.03560559005070361,0.020624966205889203,-0.008900534786274564
z450,-0.009350365423474484,-0.010512072752757982,0.019888211536451667,0.00555988753987813
z451,,,,
z452,,,,
z453,,,,
z454,0.0111107225197082,-0.008119998587291486,-0.010353156009427666,0.008040791600855517
z455,-0.016367434717596434,-0.02071025320666145,0.004453586327596946,0.037349034768462096
z456,,,,
z457,,,,
z458,,,,
z459,,,,
z46,,,,
z460,,,,
z461,,,,
z462,0.004206313357482331,-0.002982781488962718,-0.015405725122266496,0.009260734625858615
z463,,,,
z464,,,,
z465,,,,
z466,,,,
z467,0.00041557138190499287,0.07215409054795655,0.016149016378825036,-0.01750543541929829
z468,0.026532538628033616,0.004670874954417964,-0.01425102677618309,-0.015453120124746898
z469,,,,
z47,,,,
z470,,,,
z471,-0.005751104449173073,0.012267910826658863,0.0008378926078732806,-0.005494709516178864
z472,,,,
z473,,,,
z474,,,,
z475,,,,
z476,,,,
z477,0.008405826666355838,-0.0069820664148032285,0.0073258376378713165,-0.02501319466771807
z478,,,,
z479,,,,
z48,-0.0069300417106605726,-0.007791043380959269,-0.007581426314103148,0.02649252018797068
z480,,,,
z481,-0.004243283897254311,-0.011012098796871064,0.013132924836174122,-0.02493695120995683
z482,0.024095938356233297,-0.010161216752178666,-0.009887830461391675,0.003039843118126105
z483,-0.009489782066120347,0.01816567700077728,0.006866003376730035,-0.010339843837363407
z484,,,,
z485,,,,
z486,0.02367886963320901,0.001176349538530035,-0.005225937099684638,-0.029235739796365262
z487,,,,
z488,0.008589818216239414,0.0156940263408053,-0.02240030585971147,-0.018416428972014065
z489,,,,
z49,,,,
z490,,,,
z491,,,,
z492,0.015594849843297592,-0.011904500146769135,0.007636887537616372,-0.02131198521899982
z493,,,,
z494,,,,
z495,,,,
z496,0.00473674743519677,0.11426783382008528,-0.015131124026701082,-0.08018375226886806
z497,,,,
z498,,,,
z499,,,,
z5,0.003340071734396769,-0.01512912997741583,0.005759376669097064,0.013872747025248836
z50,,,,
z500,-0.02159936422899993,-0.03212991577166237,0.02996377701182913,-0.011801244469999667
z501,,,,
z502,,,,
z503,,,,
z504,0.022791185618223103,0.017408719365021683,-0.006854640703537753,-0.03188937065906054
z505,,,,
z506,,,,
z507,,,,
z508,,,,
z509,0.01565163682914368,0.045992217269228156,-0.013894800414385088,-0.03714845624623237
z51,-0.0038395369988984043,-0.008149464596547818,-0.019343643040649585,0.03407698336155038
z510,,,,
z511,,,,
z512,,,,
z52,-0.03388032564484586,0.007193710648138596,-0.007095803478664891,0.028325960546784462
z53,,,,
z54,,,,
z55,,,,
z56,,,,
z57,,,,
z58,0.004575963144937335,-0.0006183306029472397,0.01193450606696098,-0.0055581392953326725
z59,,,,
z6,0.008808674260969405,-0.004111144260847341,0.0020480102882526503,-0.03603285543016943
z60,,,,
z61,,,,
z62,,,,
z63,,,,
z64,,,,
z65,,,,
z66,,,,
z67,,,,
z68,,,,
z69,,,,
z7,,,,
z70,,,,
z71,,,,
z72,,,,
z73,-0.002262892304270225,-0.03083682028803828,-0.0001229731162969462,-0.0074902180182262745
z74,0.015755445234807916,-0.007882990175108668,0.0013509986203549982,-0.012149389314070374
z75,,,,
z76,,,,
z77,0.03725416931954494,0.07778824871037901,-0.037244134408096326,-0.08576172152167263
z78,,,,
z79,,,,
z8,,,,
z80,,,,
z81,,,,
z82,,,,
z83,0.01573327277678522,0.0091776218310214,-0.0048437407706848675,-0.01952085899474495
z84,,,,
z85,,,,
z86,,,,
z87,-0.01062417870439997,0.0314711292447709,-0.024395993918137338,-0.005409733145175572
z88,-0.00982645237485666,-0.025835084976910977,0.005969438943192081,-0.0002815807937884586
z89,,,,
z9,,,,
z90,,,,
z91,,,,
z92,,,,
z93,,,,
z94,,,,
z95,-0.009801448840515484,-0.011019199638472324,-0.010722729423332245,0.037469483174866314
z96,0.013298484259306203,0.018396032140492385,-0.003923833955858686,0.015903972198593727
z97,-0.0069300417106605726,0.025675637808728325,-0.0075814263141031485,-0.007550810816874702
z98,0.010234507849952931,-0.007148383572316465,-0.02403503487081579,-0.019929466325014366
z99,,,,
