trial,n_features,motif,mean_impact,median_impact,std_impact
0,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
0,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
0,125,Single Input Module,0.0,0.0,0.0
0,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
1,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
1,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
1,125,Single Input Module,0.0,0.0,0.0
1,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
2,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
2,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
2,125,Single Input Module,0.0,0.0,0.0
2,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
3,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
3,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
3,125,Single Input Module,0.0,0.0,0.0
3,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
4,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
4,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
4,125,Single Input Module,0.0,0.0,0.0
4,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
5,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
5,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
5,125,Single Input Module,0.0,0.0,0.0
5,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
6,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
6,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
6,125,Single Input Module,0.0,0.0,0.0
6,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
7,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
7,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
7,125,Single Input Module,0.0,0.0,0.0
7,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
8,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
8,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
8,125,Single Input Module,0.0,0.0,0.0
8,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
9,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
9,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
9,125,Single Input Module,0.0,0.0,0.0
9,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
10,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
10,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
10,125,Single Input Module,0.0,0.0,0.0
10,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
11,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
11,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
11,125,Single Input Module,0.0,0.0,0.0
11,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
12,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
12,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
12,125,Single Input Module,0.0,0.0,0.0
12,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
13,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
13,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
13,125,Single Input Module,0.0,0.0,0.0
13,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
14,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
14,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
14,125,Single Input Module,0.0,0.0,0.0
14,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
15,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
15,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
15,125,Single Input Module,0.0,0.0,0.0
15,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
16,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
16,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
16,125,Single Input Module,0.0,0.0,0.0
16,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
17,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
17,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
17,125,Single Input Module,0.0,0.0,0.0
17,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
18,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
18,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
18,125,Single Input Module,0.0,0.0,0.0
18,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
19,125,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
19,125,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
19,125,Single Input Module,0.0,0.0,0.0
19,125,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
