trial,n_features,motif,mean_impact,median_impact,std_impact
0,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
0,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
0,121,Single Input Module,0.0,0.0,0.0
0,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
1,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
1,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
1,121,Single Input Module,0.0,0.0,0.0
1,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
2,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
2,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
2,121,Single Input Module,0.0,0.0,0.0
2,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
3,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
3,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
3,121,Single Input Module,0.0,0.0,0.0
3,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
4,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
4,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
4,121,Single Input Module,0.0,0.0,0.0
4,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
5,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
5,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
5,121,Single Input Module,0.0,0.0,0.0
5,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
6,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
6,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
6,121,Single Input Module,0.0,0.0,0.0
6,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
7,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
7,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
7,121,Single Input Module,0.0,0.0,0.0
7,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
8,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
8,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
8,121,Single Input Module,0.0,0.0,0.0
8,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
9,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
9,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
9,121,Single Input Module,0.0,0.0,0.0
9,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
10,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
10,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
10,121,Single Input Module,0.0,0.0,0.0
10,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
11,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
11,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
11,121,Single Input Module,0.0,0.0,0.0
11,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
12,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
12,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
12,121,Single Input Module,0.0,0.0,0.0
12,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
13,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
13,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
13,121,Single Input Module,0.0,0.0,0.0
13,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
14,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
14,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
14,121,Single Input Module,0.0,0.0,0.0
14,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
15,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
15,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
15,121,Single Input Module,0.0,0.0,0.0
15,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
16,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
16,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
16,121,Single Input Module,0.0,0.0,0.0
16,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
17,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
17,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
17,121,Single Input Module,0.0,0.0,0.0
17,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
18,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
18,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
18,121,Single Input Module,0.0,0.0,0.0
18,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
19,121,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
19,121,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
19,121,Single Input Module,0.0,0.0,0.0
19,121,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
