trial,n_features,motif,mean_impact,median_impact,std_impact
0,89,Cascade,0.0,0.0,0.0
0,89,Feedforward Loop,1.9434867708971872e-06,0.0,1.3401783042724426e-05
0,89,Single Input Module,0.0,0.0,0.0
0,89,Feedback Loop,-1.297522640714941e-06,0.0,2.5578411448214225e-05
1,89,Cascade,0.0,0.0,0.0
1,89,Feedforward Loop,1.0057310150428253e-06,0.0,7.14624183606937e-06
1,89,Single Input Module,0.0,0.0,0.0
1,89,Feedback Loop,-3.3306893713477094e-06,0.0,2.61663552002973e-05
2,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
2,89,Feedforward Loop,1.2883457891416914e-06,0.0,1.027473495490823e-05
2,89,Single Input Module,0.0,0.0,0.0
2,89,Feedback Loop,-4.159758995787932e-06,0.0,2.951681753560444e-05
3,89,Cascade,0.0,0.0,0.0
3,89,Feedforward Loop,1.9051642580465702e-06,0.0,1.330708727949593e-05
3,89,Single Input Module,0.0,0.0,0.0
3,89,Feedback Loop,-1.6352748319216279e-06,0.0,1.5074470851173921e-05
4,89,Cascade,0.0,0.0,0.0
4,89,Feedforward Loop,1.9051642580465702e-06,0.0,1.330708727949593e-05
4,89,Single Input Module,0.0,0.0,0.0
4,89,Feedback Loop,-3.526490987635858e-06,0.0,2.6162729685066375e-05
5,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
5,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
5,89,Single Input Module,0.0,0.0,0.0
5,89,Feedback Loop,-1.843532887645155e-06,0.0,2.4624142247234164e-05
6,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
6,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
6,89,Single Input Module,0.0,0.0,0.0
6,89,Feedback Loop,-1.4103783402013983e-06,0.0,2.5181453031050623e-05
7,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
7,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
7,89,Single Input Module,0.0,0.0,0.0
7,89,Feedback Loop,-1.3009389826593235e-06,0.0,2.5583275145199622e-05
8,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
8,89,Feedforward Loop,1.9588669987790377e-06,0.0,1.3400995210816867e-05
8,89,Single Input Module,0.0,0.0,0.0
8,89,Feedback Loop,-4.199219312374728e-06,0.0,3.369888843877989e-05
9,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
9,89,Feedforward Loop,1.6885717879190454e-06,0.0,1.3118754645444372e-05
9,89,Single Input Module,0.0,0.0,0.0
9,89,Feedback Loop,-2.698603426463611e-06,0.0,2.5351111216780426e-05
10,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
10,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
10,89,Single Input Module,0.0,0.0,0.0
10,89,Feedback Loop,-2.2724024557429306e-06,0.0,1.830623939044826e-05
11,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
11,89,Feedforward Loop,1.9588669987790377e-06,0.0,1.3400995210816867e-05
11,89,Single Input Module,0.0,0.0,0.0
11,89,Feedback Loop,-3.901522946901177e-06,0.0,2.616976646839037e-05
12,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
12,89,Feedforward Loop,1.1758843549724424e-06,0.0,1.0234858280709474e-05
12,89,Single Input Module,0.0,0.0,0.0
12,89,Feedback Loop,-4.159758995787932e-06,0.0,2.951681753560444e-05
13,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
13,89,Feedforward Loop,1.0211112429246758e-06,0.0,7.146794944526146e-06
13,89,Single Input Module,0.0,0.0,0.0
13,89,Feedback Loop,-2.084387233480431e-06,0.0,1.6956748128806062e-05
14,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
14,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
14,89,Single Input Module,0.0,0.0,0.0
14,89,Feedback Loop,-4.199219312374728e-06,0.0,3.369888843877989e-05
15,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
15,89,Feedforward Loop,1.7697605389085548e-06,0.0,1.3184998758023021e-05
15,89,Single Input Module,0.0,0.0,0.0
15,89,Feedback Loop,-2.084387233480431e-06,0.0,1.6956748128806062e-05
16,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
16,89,Feedforward Loop,1.1859327611146551e-06,0.0,6.151690679292413e-06
16,89,Single Input Module,0.0,0.0,0.0
16,89,Feedback Loop,-1.6386911738660107e-06,0.0,1.508264486833828e-05
17,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
17,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
17,89,Single Input Module,0.0,0.0,0.0
17,89,Feedback Loop,-3.823426176004967e-06,0.0,2.574939123666558e-05
18,89,Cascade,0.0,0.0,0.0
18,89,Feedforward Loop,1.9051642580465702e-06,0.0,1.330708727949593e-05
18,89,Single Input Module,0.0,0.0,0.0
18,89,Feedback Loop,-1.6209423147994034e-06,0.0,1.4256990709230048e-05
19,89,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
19,89,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
19,89,Single Input Module,0.0,0.0,0.0
19,89,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
