trial,n_features,motif,mean_impact,median_impact,std_impact
0,18,Cascade,4.931850614205211e-06,0.0,3.0449677033838466e-05
0,18,Feedforward Loop,-9.329252255459522e-06,0.0,0.00010796775289865621
0,18,Single Input Module,2.0479142281776196e-05,0.0,0.00020127095186695906
0,18,Feedback Loop,-1.3190002793127352e-06,0.0,4.7334353808222745e-06
1,18,Cascade,2.5340883997065034e-06,0.0,5.585653796717493e-05
1,18,Feedforward Loop,2.9027896488784387e-05,0.0,0.00020069049668373194
1,18,Single Input Module,-1.3930615365676252e-06,-2.8579961508512497e-07,6.370404685939843e-05
1,18,Feedback Loop,1.812337736204584e-05,2.896413207054138e-06,3.994225837735295e-05
2,18,Cascade,-9.339910379378655e-06,0.0,6.53993376036879e-05
2,18,Feedforward Loop,2.8168557723242273e-05,0.0,0.0002049490709473694
2,18,Single Input Module,-2.022563313090905e-05,-7.415801519528031e-07,0.00011830179412119631
2,18,Feedback Loop,-1.1553968458121534e-05,0.0,6.607406035785892e-05
3,18,Cascade,-4.6907926103339866e-05,0.0,0.000267070962126033
3,18,Feedforward Loop,1.4570353031509505e-05,0.0,0.00023923923011998126
3,18,Single Input Module,-0.00015698984422145168,-8.665956556797028e-07,0.0012585161154286943
3,18,Feedback Loop,-5.5299268202710915e-05,-2.847285941243172e-05,9.129388439081569e-05
4,18,Cascade,-2.817661634186856e-05,0.0,0.00022435179339192702
4,18,Feedforward Loop,4.110270909125319e-06,0.0,0.00017976256108290952
4,18,Single Input Module,-0.00012056343979711591,0.0,0.0010581738681805716
4,18,Feedback Loop,-2.7130189066461176e-05,-8.158385753631592e-07,5.556647352709701e-05
5,18,Cascade,3.442386983923854e-07,0.0,1.021012306682319e-05
5,18,Feedforward Loop,8.338694673862681e-06,0.0,6.920669175244027e-05
5,18,Single Input Module,1.7684340318932155e-06,0.0,2.4635637421853104e-05
5,18,Feedback Loop,-3.703291997780814e-07,0.0,1.823797880719468e-05
6,18,Cascade,6.5448412281130656e-09,0.0,7.087855928197414e-06
6,18,Feedforward Loop,4.80007082315799e-07,0.0,1.3022438135368379e-05
6,18,Single Input Module,-2.341285895175001e-06,0.0,1.316786280046404e-05
6,18,Feedback Loop,2.961752617412859e-07,0.0,3.968153524247667e-06
7,18,Cascade,-1.7000736020674034e-05,0.0,8.52286314760068e-05
7,18,Feedforward Loop,2.4091966559664987e-07,0.0,9.866099576856542e-05
7,18,Single Input Module,-5.094904790761101e-05,0.0,0.00029364650196913304
7,18,Feedback Loop,-1.782478045185257e-05,0.0,3.6982897441310874e-05
8,18,Cascade,5.693865879889529e-06,0.0,6.07320290079679e-05
8,18,Feedforward Loop,-1.7986796273473685e-05,0.0,0.00017333862742521816
8,18,Single Input Module,4.3217811638310614e-05,0.0,0.00043833126304254654
8,18,Feedback Loop,5.612015589937434e-07,0.0,5.912625311119241e-06
9,18,Cascade,-1.0859654638247372e-05,-2.2351741790771488e-08,6.839254284315967e-05
9,18,Feedforward Loop,1.3497078007741317e-06,6.083864718675613e-07,6.660685856085066e-05
9,18,Single Input Module,-1.8257297291921774e-05,-6.801892595831305e-07,0.00010023116646083739
9,18,Feedback Loop,-2.8951868083455045e-05,-6.96512870490551e-06,5.39535629947566e-05
10,18,Cascade,9.072063397569877e-06,0.0,0.00022137987752845329
10,18,Feedforward Loop,-4.1562836392519885e-05,0.0,0.0002612245908505961
10,18,Single Input Module,2.5981360881104327e-07,0.0,0.00013247683727665512
10,18,Feedback Loop,-4.60916674676964e-05,0.0,0.00013678981181095468
11,18,Cascade,8.004022792222038e-09,0.0,3.081809114702776e-07
11,18,Feedforward Loop,0.0,0.0,0.0
11,18,Single Input Module,7.18562952140822e-08,0.0,1.1892033615630914e-06
11,18,Feedback Loop,-2.4751365721762737e-09,0.0,2.845525712263687e-07
12,18,Cascade,8.004022792222038e-09,0.0,3.081809114702776e-07
12,18,Feedforward Loop,0.0,0.0,0.0
12,18,Single Input Module,-2.701515263884607e-08,0.0,2.6376342118731334e-07
12,18,Feedback Loop,-2.4751365721762737e-09,0.0,2.845525712263687e-07
13,18,Cascade,-1.208280228902661e-06,0.0,9.359696800610875e-06
13,18,Feedforward Loop,-1.4245404344630647e-06,0.0,1.5367723021193945e-05
13,18,Single Input Module,-3.2012989866906924e-06,0.0,2.2949998000415043e-05
13,18,Feedback Loop,-1.3444349295585542e-06,0.0,4.01322363360933e-06
14,18,Cascade,2.3370277279260943e-06,0.0,2.3426111975257285e-05
14,18,Feedforward Loop,5.8453011310141215e-06,0.0,5.9692342924764584e-05
14,18,Single Input Module,9.164005521357462e-06,0.0,7.225494121274846e-05
14,18,Feedback Loop,3.0719612196490572e-06,0.0,1.24702869897324e-05
15,18,Cascade,2.685868117447582e-07,0.0,1.0029269723259608e-05
15,18,Feedforward Loop,8.633719724521057e-06,0.0,6.946014018880343e-05
15,18,Single Input Module,1.6854287390286583e-06,0.0,2.4634142956762772e-05
15,18,Feedback Loop,-7.070411156082997e-07,0.0,1.8130138549970976e-05
16,18,Cascade,-2.4614378097054345e-06,0.0,7.341357099047976e-05
16,18,Feedforward Loop,-2.052274528084491e-05,0.0,0.0001491172270537815
16,18,Single Input Module,1.8842457147863193e-07,0.0,3.9648159606158704e-05
16,18,Feedback Loop,-1.282609688738717e-05,-6.98491930961609e-08,3.4092599366229105e-05
17,18,Cascade,5.803238074745659e-06,0.0,6.230593505919694e-05
17,18,Feedforward Loop,-1.799608499073063e-05,0.0,0.00017444160488652453
17,18,Single Input Module,4.320107502386752e-05,0.0,0.00043833200961295766
17,18,Feedback Loop,5.612015589937434e-07,0.0,5.912625311119241e-06
18,18,Cascade,-3.6137005794913537e-07,0.0,2.9774310670262248e-06
18,18,Feedforward Loop,-4.28786095876515e-07,0.0,1.0361184824629649e-05
18,18,Single Input Module,-1.2357868798022722e-06,0.0,7.855364695471778e-06
18,18,Feedback Loop,-9.345947890668302e-08,0.0,9.486103620917334e-07
19,18,Cascade,1.509417650654101e-07,0.0,1.6864855969278832e-06
19,18,Feedforward Loop,-3.575788516747324e-08,0.0,4.6177677699084644e-07
19,18,Single Input Module,-2.0227374604148585e-08,0.0,2.8600227589849723e-07
19,18,Feedback Loop,2.2393693258096508e-08,0.0,1.2906918796925156e-07
