Feature_Set,Motif,N_Features,N_Graphs,Mean_Impact,Std_Impact,SE_Impact
Feedback Loop,Cascade,43,100,-1.762596857405102e-06,8.778978828679e-05,8.778978828679e-06
Feedback Loop,Feedforward Loop,43,100,4.917717153151599e-06,0.0001509259204138671,1.509259204138671e-05
Feedback Loop,Feedback Loop,43,100,-0.00040251350105558354,0.00054038944278508,5.4038944278508006e-05
Feedback Loop,Single Input Module,43,100,7.724528772739976e-06,3.920986846615883e-05,3.920986846615883e-06
Single Input Module,Cascade,3,100,2.3212670310719974e-06,2.0839684383449067e-05,2.0839684383449067e-06
Single Input Module,Feedforward Loop,3,100,4.782957835320228e-07,3.256268129232191e-05,3.256268129232191e-06
Single Input Module,Feedback Loop,3,100,0.00024736846906378866,0.0004289035893700365,4.289035893700365e-05
Single Input Module,Single Input Module,3,100,-5.715113299072179e-07,8.337293755879144e-06,8.337293755879144e-07
