Feature_Set,Motif,N_Features,N_Graphs,Mean_Impact,Std_Impact,SE_Impact
Feedback Loop,Cascade,17,100,-0.00012033751848556142,0.0005264606253033022,5.2646062530330215e-05
Feedback Loop,Feedforward Loop,17,100,-5.885464467491145e-06,4.1485752559359536e-05,4.148575255935954e-06
Feedback Loop,Feedback Loop,17,100,0.0028464371126307553,0.002820329314393033,0.00028203293143930333
Feedback Loop,Single Input Module,17,100,-3.972605466570916e-06,9.84988148261452e-06,9.84988148261452e-07
Single Input Module,Cascade,13,100,-0.0001111889543831066,0.00045666025845947323,4.566602584594732e-05
Single Input Module,Feedforward Loop,13,100,6.953909326751518e-06,6.71691336601502e-05,6.71691336601502e-06
Single Input Module,Feedback Loop,13,100,0.0016499932480839108,0.0015019033976564787,0.00015019033976564788
Single Input Module,Single Input Module,13,100,8.61527287873528e-06,1.8467039945239504e-05,1.8467039945239504e-06
