graph_id,Motif,Loss (Original),Loss (Full SAE),Loss (Ablated),SAE Degradation,Ablation Impact
4367,Cascade,0.006783269811421633,0.0062777153216302395,0.006128278095275164,-0.0005055544897913933,-0.00014943722635507584
4185,Cascade,,,,,
4460,Feedforward Loop,0.004189377184957266,0.008808239363133907,0.00920703262090683,0.0046188621781766415,0.0003987932577729225
4416,Feedforward Loop,0.003327244194224477,0.003244709223508835,0.0029969708994030952,-8.253497071564198e-05,-0.0002477383241057396
3778,Cascade,0.005776687525212765,0.005776687525212765,0.005776687525212765,0.0,0.0
4808,Cascade,,,,,
2648,Single Input Module,0.003292766399681568,0.003302769735455513,0.00328803644515574,1.0003335773944855e-05,-1.4733290299773216e-05
4371,Feedforward Loop,0.022478558123111725,0.020859649404883385,0.01903044991195202,-0.0016189087182283401,-0.001829199492931366
2534,Single Input Module,0.0034255890641361475,0.0034161340445280075,0.003423670306801796,-9.455019608139992e-06,7.536262273788452e-06
2383,Single Input Module,3.983037095167674e-05,4.073298259754665e-05,3.931442188331857e-05,9.026116458699107e-07,-1.4185607142280787e-06
2882,Single Input Module,0.000176656263647601,0.00015885777247603983,0.00017397063493262976,-1.779849117156118e-05,1.5112862456589937e-05
2616,Single Input Module,5.1593913667602465e-05,4.3092466512462124e-05,5.835499177919701e-05,-8.50144715514034e-06,1.5262525266734883e-05
375,Feedforward Loop,0.0100700743496418,0.010090930387377739,0.010058916173875332,2.0856037735939026e-05,-3.2014213502407074e-05
764,Feedforward Loop,0.0005649161757901311,0.0005742752691730857,0.0005594508838839829,9.359093382954597e-06,-1.4824385289102793e-05
2769,Single Input Module,0.0002829875738825649,0.0002829875738825649,0.0002829875738825649,0.0,0.0
485,Feedforward Loop,,,,,
2046,Single Input Module,0.010160144418478012,0.01017210353165865,0.010153154842555523,1.195911318063736e-05,-1.8948689103126526e-05
3368,Cascade,0.003820203710347414,0.003802109509706497,0.0038362452760338783,-1.8094200640916824e-05,3.4135766327381134e-05
4991,Feedforward Loop,0.012000864371657372,0.012649629265069962,0.016338655725121498,0.00064876489341259,0.0036890264600515366
4307,Feedforward Loop,0.026713088154792786,0.030178576707839966,0.013966760598123074,0.00346548855304718,-0.016211816109716892
3558,Cascade,0.0009527876973152161,0.0009419159032404423,0.000959553464781493,-1.0871794074773788e-05,1.7637561541050673e-05
3142,Cascade,0.00733083114027977,0.007401012349873781,0.007283098995685577,7.01812095940113e-05,-0.00011791335418820381
3606,Cascade,0.0032705930061638355,0.0034086937084794044,0.0031916163861751556,0.00013810070231556892,-0.0002170773223042488
4913,Feedforward Loop,0.03131343424320221,0.028258657082915306,0.029462464153766632,-0.0030547771602869034,0.001203807070851326
