graph_id,Loss (Original),Loss (Full SAE),Loss (Ablated),SAE Degradation,Ablation Impact,Total Impact
1508,0.00324367661960423,0.0032542773988097906,0.0032542773988097906,1.0600779205560684e-05,0.0,1.0600779205560684e-05
1056,0.0048225149512290955,0.004854713566601276,0.004864020738750696,3.219861537218094e-05,9.307172149419785e-06,4.150578752160072e-05
1626,0.003717080457136035,0.0037171293515712023,0.0037171293515712023,4.889443516731262e-08,0.0,4.889443516731262e-08
1735,0.0081296656280756,0.00812267791479826,0.00812267791479826,-6.987713277339935e-06,0.0,-6.987713277339935e-06
1630,0.015830885618925095,0.015819121152162552,0.015843478962779045,-1.1764466762542725e-05,2.4357810616493225e-05,1.25933438539505e-05
1194,0.007296053227037191,0.0072895800694823265,0.0072895800694823265,-6.473157554864883e-06,0.0,-6.473157554864883e-06
1179,0.003932363819330931,0.003928746096789837,0.003928746096789837,-3.6177225410938263e-06,0.0,-3.6177225410938263e-06
1672,0.0015821311390027404,0.0015843798173591495,0.0015843798173591495,2.248678356409073e-06,0.0,2.248678356409073e-06
1911,0.007758693303912878,0.007754272781312466,0.007760095410048962,-4.420522600412369e-06,5.822628736495972e-06,1.402106136083603e-06
1742,0.0014333461876958609,0.0014293097192421556,0.0014293097192421556,-4.036468453705311e-06,0.0,-4.036468453705311e-06
1275,0.005000317469239235,0.005000869277864695,0.005000869277864695,5.51808625459671e-07,0.0,5.51808625459671e-07
1023,0.00805729627609253,0.008067947812378407,0.008072908967733383,1.0651536285877228e-05,4.961155354976654e-06,1.5612691640853882e-05
1602,0.006998984608799219,0.007002452854067087,0.007004238199442625,3.468245267868042e-06,1.7853453755378723e-06,5.253590643405914e-06
1200,0.0047785574570298195,0.004792072810232639,0.004792104475200176,1.3515353202819824e-05,3.166496753692627e-08,1.354701817035675e-05
1878,,,,,,
1281,0.004449000582098961,0.004455974791198969,0.004455974791198969,6.974209100008011e-06,0.0,6.974209100008011e-06
1540,0.004782292991876602,0.004802640527486801,0.004807773046195507,2.0347535610198975e-05,5.132518708705902e-06,2.5480054318904877e-05
1532,0.0077257282100617886,0.007707322482019663,0.007707322482019663,-1.8405728042125702e-05,0.0,-1.8405728042125702e-05
1383,0.004569694399833679,0.004569012671709061,0.004569012671709061,-6.817281246185303e-07,0.0,-6.817281246185303e-07
1564,0.005650432780385017,0.005649780388921499,0.005649780388921499,-6.523914635181427e-07,0.0,-6.523914635181427e-07
1294,0.0033630444668233395,0.0033711339347064495,0.003379642963409424,8.089467883110046e-06,8.50902870297432e-06,1.6598496586084366e-05
1827,0.004630523268133402,0.004626460839062929,0.004627950023859739,-4.062429070472717e-06,1.4891847968101501e-06,-2.573244273662567e-06
1734,0.0029711690731346607,0.0029830303974449635,0.0029831212013959885,1.1861324310302734e-05,9.080395102500916e-08,1.1952128261327744e-05
1576,0.003194544930011034,0.0031913244165480137,0.003198738442733884,-3.2205134630203247e-06,7.414026185870171e-06,4.193512722849846e-06
1950,0.0036579573061317205,0.0036574951373040676,0.0036574951373040676,-4.621688276529312e-07,0.0,-4.621688276529312e-07
1296,0.0015483023598790169,0.0015484681352972984,0.0015484681352972984,1.6577541828155518e-07,0.0,1.6577541828155518e-07
1117,0.007549236994236708,0.007545902393758297,0.007545902393758297,-3.334600478410721e-06,0.0,-3.334600478410721e-06
4138,0.027913818135857582,0.02792365662753582,0.02792365662753582,9.838491678237915e-06,0.0,9.838491678237915e-06
1623,0.009750805795192719,0.009697310626506805,0.009697310626506805,-5.3495168685913086e-05,0.0,-5.3495168685913086e-05
1737,0.008000907488167286,0.008014085702598095,0.008014085702598095,1.3178214430809021e-05,0.0,1.3178214430809021e-05
1578,0.0011845635017380118,0.0011822788510471582,0.0011823327513411641,-2.2846506908535957e-06,5.390029400587082e-08,-2.230750396847725e-06
1393,0.00540430610999465,0.005400038789957762,0.005400038789957762,-4.2673200368881226e-06,0.0,-4.2673200368881226e-06
1394,0.004440411925315857,0.0044250767678022385,0.0044250767678022385,-1.533515751361847e-05,0.0,-1.533515751361847e-05
1371,0.002644344698637724,0.0026609711349010468,0.0026731854304671288,1.662643626332283e-05,1.2214295566082e-05,2.884073182940483e-05
1746,0.004634498618543148,0.004636315628886223,0.0046409969218075275,1.8170103430747986e-06,4.681292921304703e-06,6.498303264379501e-06
1028,0.005963702220469713,0.0059662554413080215,0.0059662554413080215,2.5532208383083344e-06,0.0,2.5532208383083344e-06
1287,0.0037280654069036245,0.003729485208168626,0.003729485208168626,1.419801265001297e-06,0.0,1.419801265001297e-06
1621,,,,,,
1233,0.003775082528591156,0.0037737011443823576,0.0037737011443823576,-1.3813842087984085e-06,0.0,-1.3813842087984085e-06
1753,0.002789652207866311,0.0027927521150559187,0.0028166461270302534,3.0999071896076202e-06,2.3894011974334717e-05,2.6993919163942337e-05
1897,0.009244022890925407,0.009275923483073711,0.009275923483073711,3.1900592148303986e-05,0.0,3.1900592148303986e-05
1499,0.012509500607848167,0.012508201412856579,0.012508480809628963,-1.2991949915885925e-06,2.7939677238464355e-07,-1.019798219203949e-06
1041,0.004670224618166685,0.004654550924897194,0.004655621014535427,-1.5673693269491196e-05,1.0700896382331848e-06,-1.4603603631258011e-05
1381,0.012762325815856457,0.012742104940116405,0.01274283230304718,-2.022087574005127e-05,7.273629307746887e-07,-1.949351280927658e-05
1240,0.010257137939333916,0.01024729572236538,0.010258513502776623,-9.842216968536377e-06,1.1217780411243439e-05,1.3755634427070618e-06
1351,0.003936262801289558,0.003937377594411373,0.003937377594411373,1.1147931218147278e-06,0.0,1.1147931218147278e-06
1526,0.0041926852427423,0.0041920882649719715,0.0041920882649719715,-5.969777703285217e-07,0.0,-5.969777703285217e-07
1137,0.006939665414392948,0.006925961934030056,0.006929741241037846,-1.3703480362892151e-05,3.779307007789612e-06,-9.924173355102539e-06
1182,0.0033437113743275404,0.003346348414197564,0.003346348414197564,2.6370398700237274e-06,0.0,2.6370398700237274e-06
1252,0.00625681271776557,0.006255866028368473,0.006258157081902027,-9.466893970966339e-07,2.291053533554077e-06,1.3443641364574432e-06
1824,0.009878761135041714,0.009882979094982147,0.009887811727821827,4.217959940433502e-06,4.832632839679718e-06,9.05059278011322e-06
1970,0.002469875616952777,0.002470489125698805,0.002470489125698805,6.135087460279465e-07,0.0,6.135087460279465e-07
4757,0.008518446236848831,0.008531549945473671,0.008531549945473671,1.3103708624839783e-05,0.0,1.3103708624839783e-05
1259,0.005323493853211403,0.0053237564861774445,0.0053237564861774445,2.6263296604156494e-07,0.0,2.6263296604156494e-07
1679,0.007933136075735092,0.007924790494143963,0.007932903245091438,-8.345581591129303e-06,8.112750947475433e-06,-2.3283064365386963e-07
1900,0.004593741148710251,0.004592804703861475,0.004592804703861475,-9.364448487758636e-07,0.0,-9.364448487758636e-07
1379,0.00024433250655420125,0.00024379708338528872,0.00024379708338528872,-5.354231689125299e-07,0.0,-5.354231689125299e-07
1349,0.002990761771798134,0.0030122229363769293,0.0030122229363769293,2.1461164578795433e-05,0.0,2.1461164578795433e-05
1377,0.002902454463765025,0.0029027338605374098,0.0029027338605374098,2.7939677238464355e-07,0.0,2.7939677238464355e-07
1058,0.00460092443972826,0.004601798020303249,0.0046044629998505116,8.735805749893188e-07,2.6649795472621918e-06,3.5385601222515106e-06
1181,0.004746420308947563,0.004748010076582432,0.004748733248561621,1.5897676348686218e-06,7.231719791889191e-07,2.312939614057541e-06
4935,0.008995328098535538,0.00900846067816019,0.009034150280058384,1.3132579624652863e-05,2.568960189819336e-05,3.882218152284622e-05
1810,0.0072599612176418304,0.007261350750923157,0.007263850420713425,1.389533281326294e-06,2.4996697902679443e-06,3.889203071594238e-06
1007,0.0022400999441742897,0.0022403227631002665,0.0022403227631002665,2.2281892597675323e-07,0.0,2.2281892597675323e-07
1802,0.002371899550780654,0.002376354532316327,0.002405818086117506,4.4549815356731415e-06,2.9463553801178932e-05,3.3918535336852074e-05
1836,0.0007056216127239168,0.0007061384967528284,0.0007061384967528284,5.168840289115906e-07,0.0,5.168840289115906e-07
