graph_id,experiment,n_ablated,ablated_features,sae_recon_mse,sae_ablation_mse,latent_change_mean,n_affected_nodes,total_nodes,gnn_fidelity_mse,gnn_causal_mse
1602,latent512_k16_ablate_z496,1,z496,1.3692076095139782e-07,2.987729175174536e-08,2.0981012767151697e-06,4,10,2.5308266593526696e-09,3.024671069162821e-10
3610,latent512_k16_ablate_z496,1,z496,1.0705796427146197e-07,1.0449803689027704e-08,6.838978379164473e-07,1,10,6.22033424768631e-10,0.0
3948,latent512_k16_ablate_z496,1,z496,3.730224307219032e-08,0.0,0.0,0,10,3.1574662329170167e-10,0.0
4740,latent512_k16_ablate_z496,1,z496,1.2191629821245442e-06,1.2708589736121212e-07,4.810396603716072e-06,5,10,2.1609029232649846e-08,6.877741043354035e-09
1200,latent512_k16_ablate_z496,1,z496,2.3386212433251785e-07,6.915626959980159e-10,1.7593519885394926e-07,1,10,2.0816056434114216e-08,3.3049119539142746e-13
1878,latent512_k16_ablate_z496,1,z496,1.4254776203870279e-07,3.472239740176519e-08,1.977649390028091e-06,3,10,8.269070983502047e-10,3.347606636339151e-10
1281,latent512_k16_ablate_z496,1,z496,2.3896905076981056e-07,0.0,0.0,0,10,2.4262362785520963e-08,0.0
3240,latent512_k16_ablate_z496,1,z496,1.5509307615957368e-07,6.958949683166793e-08,2.400623998255469e-06,2,10,1.6110309530859013e-08,5.005333925112154e-09
3884,latent512_k16_ablate_z496,1,z496,7.688610281775254e-08,0.0,0.0,0,10,4.2171013903136156e-10,0.0
478,latent512_k16_ablate_z496,1,z496,1.1461419546776597e-07,1.4467029352260852e-08,8.046869197642081e-07,1,10,4.673459952364567e-10,0.0
4233,latent512_k16_ablate_z496,1,z496,1.3521150322048925e-05,0.0,0.0,0,10,2.0230913833074737e-06,0.0
3577,latent512_k16_ablate_z496,1,z496,1.560480882289994e-07,0.0,0.0,0,10,5.86632797894282e-10,0.0
3869,latent512_k16_ablate_z496,1,z496,2.044557447788975e-07,9.753735596973456e-10,2.0894040630992095e-07,1,10,2.7389190915272366e-09,0.0
2686,latent512_k16_ablate_z496,1,z496,4.2574196612577e-08,0.0,0.0,0,10,2.743899274459949e-10,0.0
1540,latent512_k16_ablate_z496,1,z496,2.4432929990325647e-07,8.969966813765495e-08,3.0443977721006377e-06,3,10,1.4466328579487708e-08,9.009013979266456e-09
987,latent512_k16_ablate_z496,1,z496,6.61975363414058e-08,0.0,0.0,0,10,6.023751497608032e-10,0.0
3494,latent512_k16_ablate_z496,1,z496,1.1642210040463397e-07,0.0,0.0,0,10,1.7612332703365041e-09,0.0
182,latent512_k16_ablate_z496,1,z496,2.4804375442499804e-08,0.0,0.0,0,10,9.446602389218128e-10,0.0
2743,latent512_k16_ablate_z496,1,z496,4.1574203635263984e-08,0.0,0.0,0,10,2.6497612437559326e-10,0.0
1532,latent512_k16_ablate_z496,1,z496,3.175731535520754e-07,9.068507722531649e-08,3.4092536225216463e-06,3,10,2.5815097615122795e-08,3.798287906420228e-09
4631,latent512_k16_ablate_z496,1,z496,2.9402385735011194e-06,5.0843517840348795e-08,2.009026275118231e-06,2,10,9.975865395972505e-07,2.5362414390883714e-09
1383,latent512_k16_ablate_z496,1,z496,2.832939003383217e-07,0.0,0.0,0,10,2.4918402896645375e-09,0.0
2632,latent512_k16_ablate_z496,1,z496,1.1349180262243408e-08,0.0,0.0,0,10,1.412754375290648e-11,0.0
4558,latent512_k16_ablate_z496,1,z496,4.197750968160108e-06,4.282360066554247e-08,1.3844548902852694e-06,1,10,1.7718560911816894e-06,6.905722216288268e-09
2607,latent512_k16_ablate_z496,1,z496,3.9869426871064206e-08,0.0,0.0,0,10,3.2432420637995563e-10,0.0
2156,latent512_k16_ablate_z496,1,z496,3.471381404551721e-08,0.0,0.0,0,10,2.818821565053753e-10,0.0
4903,latent512_k16_ablate_z496,1,z496,2.870261369025684e-06,7.527467005274957e-08,2.293584657309111e-06,2,10,5.142271675140364e-07,1.9166543352433507e-10
4595,latent512_k16_ablate_z496,1,z496,1.2000249398624874e-06,7.737240537153411e-08,2.549679038565955e-06,2,10,8.320792233007523e-08,1.2416897732236976e-08
577,latent512_k16_ablate_z496,1,z496,1.5534929787008878e-07,0.0,0.0,0,10,5.951139026016961e-10,0.0
4783,latent512_k16_ablate_z496,1,z496,1.2829316347051645e-06,4.733032454851127e-08,1.8382785356152453e-06,2,10,5.385036274674349e-07,7.700445614489126e-09
3299,latent512_k16_ablate_z496,1,z496,1.0259547167379424e-07,1.5422980226276195e-08,8.308476253660046e-07,1,10,1.4129154513042863e-09,4.306603129666797e-10
190,latent512_k16_ablate_z496,1,z496,8.699036868620169e-08,0.0,0.0,0,10,1.6154189097505878e-11,0.0
4538,latent512_k16_ablate_z496,1,z496,4.259749402990565e-06,3.7684014131400545e-08,1.298720235354267e-06,1,10,6.502968403765408e-07,3.667887771285905e-09
2545,latent512_k16_ablate_z496,1,z496,3.491770428354357e-08,0.0,0.0,0,10,2.0064794270524544e-10,0.0
4734,latent512_k16_ablate_z496,1,z496,1.0787062819872517e-05,9.735207129324408e-08,2.912574927904643e-06,2,10,5.203536375120166e-07,1.870873589382427e-08
1564,latent512_k16_ablate_z496,1,z496,1.224032644131512e-07,8.546645346996229e-08,3.2690725220163586e-06,3,10,4.790190910597403e-09,4.279174792287677e-09
65,latent512_k16_ablate_z496,1,z496,1.3696460143819422e-07,0.0,0.0,0,10,1.142978045542975e-09,0.0
442,latent512_k16_ablate_z496,1,z496,1.189313252325519e-07,8.344546165162114e-10,1.9325852917972952e-07,1,10,1.6947950820522806e-09,0.0
277,latent512_k16_ablate_z496,1,z496,2.78541449461045e-07,0.0,0.0,0,10,1.72433378686776e-09,0.0
2299,latent512_k16_ablate_z496,1,z496,3.3859905101962795e-08,0.0,0.0,0,10,2.378574559536162e-10,0.0
721,latent512_k16_ablate_z496,1,z496,7.94131551629107e-08,2.9288873548694028e-08,1.4286117675510468e-06,2,10,7.156039094624589e-10,0.0
1294,latent512_k16_ablate_z496,1,z496,2.1693774954201217e-07,1.9362676084710984e-07,6.892214969411725e-06,7,10,1.1540343791693886e-08,7.136331525714468e-09
3681,latent512_k16_ablate_z496,1,z496,1.2594003351296124e-07,9.237382414539752e-08,2.3793716081854654e-06,2,10,6.642466021666849e-10,9.02446117834188e-09
2085,latent512_k16_ablate_z496,1,z496,4.678600618035489e-08,0.0,0.0,0,10,3.064375420080978e-10,0.0
4360,latent512_k16_ablate_z496,1,z496,1.1247590236962424e-06,2.137662704626564e-07,6.746109193045413e-06,5,10,1.4914112966835091e-07,1.2831594453643902e-08
1827,latent512_k16_ablate_z496,1,z496,2.0214713458699407e-07,2.3238191815266873e-08,1.019854948935972e-06,1,10,2.8685178676823853e-08,1.0168754727146734e-10
2894,latent512_k16_ablate_z496,1,z496,4.2889674034540803e-08,0.0,0.0,0,10,2.8058994017143846e-10,0.0
3785,latent512_k16_ablate_z496,1,z496,2.0053307991929614e-07,9.829532388039297e-08,3.3799587981775403e-06,3,10,4.6590744595675915e-09,3.5061809011693867e-09
562,latent512_k16_ablate_z496,1,z496,6.047974210332541e-08,0.0,0.0,0,10,2.4060700654082723e-10,0.0
4826,latent512_k16_ablate_z496,1,z496,1.079040885088034e-06,4.4260225706693745e-08,1.9537242224032525e-06,2,10,1.5733560587705142e-07,4.540471554292935e-09
2635,latent512_k16_ablate_z496,1,z496,4.106421158667217e-08,0.0,0.0,0,10,3.4114444602550975e-10,0.0
3475,latent512_k16_ablate_z496,1,z496,6.83272531887269e-08,1.0641063852290245e-07,2.8454549010348273e-06,2,10,2.637085272372275e-10,2.2538851340847543e-10
1734,latent512_k16_ablate_z496,1,z496,2.786482014016656e-07,5.129834335093619e-09,4.791692731487274e-07,1,10,2.5610336962245128e-08,1.0207034870091114e-11
145,latent512_k16_ablate_z496,1,z496,1.4693615923988546e-07,0.0,0.0,0,10,7.73379554841469e-11,0.0
1576,latent512_k16_ablate_z496,1,z496,1.0961732499481514e-07,6.68369040113248e-08,2.9296181764948415e-06,3,10,4.065066505631876e-09,3.417254479387566e-09
4042,latent512_k16_ablate_z496,1,z496,3.2530886073800502e-06,0.0,0.0,0,10,1.9614712982729543e-06,0.0
4630,latent512_k16_ablate_z496,1,z496,2.624696662678616e-06,1.1400315003129435e-07,3.8867951843712945e-06,3,10,5.106309117763885e-07,9.619294694118707e-09
1950,latent512_k16_ablate_z496,1,z496,1.634880675283057e-07,0.0,0.0,0,10,2.5723791985399203e-09,0.0
3750,latent512_k16_ablate_z496,1,z496,2.424629386155175e-08,0.0,0.0,0,10,1.0026211111346939e-10,0.0
2318,latent512_k16_ablate_z496,1,z496,4.1203023215530266e-08,0.0,0.0,0,10,3.3373998009622596e-10,0.0
1296,latent512_k16_ablate_z496,1,z496,6.578953559710499e-08,0.0,0.0,0,10,9.219091046119843e-10,0.0
2685,latent512_k16_ablate_z496,1,z496,2.983799873845783e-08,0.0,0.0,0,10,1.5524817542633684e-10,0.0
3326,latent512_k16_ablate_z496,1,z496,8.690221164897594e-08,3.2147937645277125e-09,3.7932713325972145e-07,1,10,8.511579219216969e-10,0.0
2775,latent512_k16_ablate_z496,1,z496,5.3072888306360255e-08,0.0,0.0,0,10,4.393806984914761e-10,0.0
840,latent512_k16_ablate_z496,1,z496,1.3998939607517968e-07,1.0224762370114604e-08,6.764936415493139e-07,1,10,5.995951513071418e-10,0.0
644,latent512_k16_ablate_z496,1,z496,1.3473493254423374e-07,0.0,0.0,0,10,2.3093474355029286e-10,0.0
1117,latent512_k16_ablate_z496,1,z496,1.4312895757484512e-07,2.6168436306761578e-08,1.0822459444170818e-06,1,10,1.3157912537309358e-09,1.2913198288444505e-09
2917,latent512_k16_ablate_z496,1,z496,4.070965431424156e-08,0.0,0.0,0,10,3.0232438774646653e-10,0.0
4257,latent512_k16_ablate_z496,1,z496,1.510916831648501e-06,0.0,0.0,0,10,1.8877412344409095e-07,0.0
4138,latent512_k16_ablate_z496,1,z496,1.7416645050616353e-06,7.424402070910219e-08,1.8229217175758095e-06,1,10,4.5959339445289515e-08,6.219329495849024e-09
2818,latent512_k16_ablate_z496,1,z496,3.684139215920368e-08,0.0,0.0,0,10,2.411821853343099e-10,0.0
3847,latent512_k16_ablate_z496,1,z496,1.0627940127960755e-07,1.7017876885461192e-08,8.727496378924116e-07,1,10,1.1529261989551287e-08,0.0
149,latent512_k16_ablate_z496,1,z496,9.617102847414571e-08,3.513502022656212e-08,1.2540283478301717e-06,1,10,8.528446282518587e-10,0.0
3589,latent512_k16_ablate_z496,1,z496,4.8213507852779e-08,0.0,0.0,0,10,5.267400959851898e-10,0.0
2157,latent512_k16_ablate_z496,1,z496,2.735052895275203e-08,0.0,0.0,0,10,1.76267445084477e-10,0.0
4977,latent512_k16_ablate_z496,1,z496,5.539065568882506e-06,1.873542032626574e-07,3.476810206848313e-06,2,10,1.6799733657535398e-06,1.9670519435521783e-08
2778,latent512_k16_ablate_z496,1,z496,3.803647885547434e-08,0.0,0.0,0,10,2.5558985483620233e-10,0.0
118,latent512_k16_ablate_z496,1,z496,5.8319152174135525e-08,0.0,0.0,0,10,5.696841332003544e-10,0.0
732,latent512_k16_ablate_z496,1,z496,1.3648168817326223e-07,1.6283873804923132e-08,8.537210192116618e-07,1,10,7.547606983848709e-11,0.0
4366,latent512_k16_ablate_z496,1,z496,7.65443587624759e-07,7.295579251831441e-08,1.8070368241751567e-06,1,10,7.605579099845272e-08,1.2083806844032097e-08
1623,latent512_k16_ablate_z496,1,z496,2.6760415039461805e-07,1.3025075240591377e-08,8.353273983630061e-07,2,10,5.030273086958914e-08,1.0732544020175538e-10
1737,latent512_k16_ablate_z496,1,z496,1.1392756960049155e-07,0.0,0.0,0,10,3.798775960461853e-09,0.0
2645,latent512_k16_ablate_z496,1,z496,3.439867413135289e-08,0.0,0.0,0,10,2.419712485934866e-10,0.0
503,latent512_k16_ablate_z496,1,z496,9.791487798338494e-08,0.0,0.0,0,10,6.230565507969743e-10,0.0
2827,latent512_k16_ablate_z496,1,z496,8.759827530013808e-09,0.0,0.0,0,10,6.3058889707146015e-12,0.0
2102,latent512_k16_ablate_z496,1,z496,8.460385281239269e-09,0.0,0.0,0,10,3.811972872774794e-12,0.0
3472,latent512_k16_ablate_z496,1,z496,8.374986748549418e-08,4.5359065836692025e-08,2.0149850570305716e-06,2,10,1.5093839511592932e-09,1.1261001159335038e-10
3991,latent512_k16_ablate_z496,1,z496,9.636342213070748e-08,9.708632120464245e-08,2.914802735176636e-06,2,10,4.85863238530726e-10,9.578698945134079e-10
1578,latent512_k16_ablate_z496,1,z496,1.3812113763833622e-07,3.1414646883831665e-08,1.6922828081078478e-06,3,10,4.319558044585392e-09,9.948177837060257e-10
1393,latent512_k16_ablate_z496,1,z496,5.858162239746889e-07,0.0,0.0,0,10,1.2747430666593118e-08,0.0
1394,latent512_k16_ablate_z496,1,z496,2.6138735620406806e-07,0.0,0.0,0,10,2.988019787153462e-08,0.0
1371,latent512_k16_ablate_z496,1,z496,4.556092392249411e-07,1.7326632928416075e-07,5.828195753565524e-06,5,10,2.807164456442024e-08,8.099238613112902e-09
81,latent512_k16_ablate_z496,1,z496,3.1398795385939593e-07,3.3893734041612333e-08,1.231677515534102e-06,1,10,2.5214024201858365e-09,0.0
3601,latent512_k16_ablate_z496,1,z496,2.0117472843139694e-07,0.0,0.0,0,10,2.487848860255326e-08,0.0
5,latent512_k16_ablate_z496,1,z496,1.5425209198838274e-07,0.0,0.0,0,10,8.293080111521078e-10,0.0
4263,latent512_k16_ablate_z496,1,z496,6.079972081352025e-06,0.0,0.0,0,10,9.974796739697922e-07,0.0
830,latent512_k16_ablate_z496,1,z496,9.308106285743634e-08,3.4049261188329183e-09,3.9038295085447317e-07,1,10,8.982599664086877e-10,0.0
4729,latent512_k16_ablate_z496,1,z496,2.614109916976304e-06,1.248214260840541e-07,3.1455310818273574e-06,2,10,2.877785050259263e-07,2.2035290925259687e-08
2500,latent512_k16_ablate_z496,1,z496,4.625397664881348e-08,0.0,0.0,0,10,2.694827416771517e-10,0.0
2314,latent512_k16_ablate_z496,1,z496,3.9054278033745504e-08,0.0,0.0,0,10,2.077131383559916e-10,0.0
1746,latent512_k16_ablate_z496,1,z496,2.9073140694890753e-07,1.1101004560032379e-07,4.865517894359073e-06,5,10,1.821872430696203e-08,3.99939015238715e-09
4608,latent512_k16_ablate_z496,1,z496,1.0682381343940506e-06,1.270355767246656e-07,3.800781996687874e-06,3,10,2.04544612358859e-08,4.957175114839174e-09
325,latent512_k16_ablate_z496,1,z496,1.5902585914773226e-07,0.0,0.0,0,10,1.3514365182487609e-09,0.0
3447,latent512_k16_ablate_z496,1,z496,5.4095046664315305e-08,2.7832721016807227e-08,1.1161304200868472e-06,1,10,4.185512492149712e-10,0.0
482,latent512_k16_ablate_z496,1,z496,3.919666013985079e-08,5.276260139908118e-08,1.5367401147159399e-06,1,10,6.812860275928756e-10,0.0
2170,latent512_k16_ablate_z496,1,z496,3.650445279390624e-08,0.0,0.0,0,10,2.9234578646786247e-10,0.0
3502,latent512_k16_ablate_z496,1,z496,1.4062551656479627e-07,4.301784173321721e-08,1.6066571788542205e-06,2,10,1.907594082695141e-09,3.764109163251206e-11
2512,latent512_k16_ablate_z496,1,z496,3.298793060935168e-08,0.0,0.0,0,10,2.4437357692974615e-10,0.0
4109,latent512_k16_ablate_z496,1,z496,2.6473612706467975e-06,6.67883881533271e-08,2.767602836684091e-06,3,10,6.947402653167956e-07,4.501252703903447e-09
