graph_id,experiment,n_ablated_features,ablated_features,reconstruction_mse,latent_change_mean,n_affected_nodes,total_nodes,gnn_output_mse
277,latent512_k4_ablate_z290,1,z290,1.1327125548632466e-06,0.0,0,10,1.0929978699891763e-08
2299,latent512_k4_ablate_z290,1,z290,2.0715026494144695e-07,0.0,0,10,1.3236943985361904e-08
721,latent512_k4_ablate_z290,1,z290,3.918258357771265e-07,0.0,0,10,1.0104249881237592e-08
1294,latent512_k4_ablate_z290,1,z290,1.4120839750830783e-06,0.0,0,10,9.925887667350253e-08
3681,latent512_k4_ablate_z290,1,z290,8.460631875095714e-07,0.0,0,10,2.7317664574866285e-08
2085,latent512_k4_ablate_z290,1,z290,2.9952801128274587e-07,0.0,0,10,1.706870733642063e-08
4360,latent512_k4_ablate_z290,1,z290,4.873876150668366e-06,0.0,0,10,2.7108544031761994e-07
1827,latent512_k4_ablate_z290,1,z290,1.2121412282795063e-06,0.0,0,10,4.567261768784192e-08
2894,latent512_k4_ablate_z290,1,z290,3.140272042401193e-07,0.0,0,10,1.5632227956530187e-08
3785,latent512_k4_ablate_z290,1,z290,9.706595847092103e-07,0.0,0,10,1.054568787850485e-08
562,latent512_k4_ablate_z290,1,z290,4.994072924091597e-07,0.0,0,10,1.2329169685187935e-08
4826,latent512_k4_ablate_z290,1,z290,5.411494385043625e-06,0.0,0,10,1.4275245519002056e-07
2635,latent512_k4_ablate_z290,1,z290,2.6410799591758405e-07,0.0,0,10,1.9006119345021943e-08
3475,latent512_k4_ablate_z290,1,z290,5.552890911530994e-07,0.0,0,10,7.860171180595898e-09
1734,latent512_k4_ablate_z290,1,z290,1.5455952961929142e-06,0.0,0,10,8.348413160774726e-08
145,latent512_k4_ablate_z290,1,z290,5.88772877563315e-07,0.0,0,10,1.1003217892380235e-08
1576,latent512_k4_ablate_z290,1,z290,6.268778065532388e-07,0.0,0,10,2.3716225427961035e-08
4042,latent512_k4_ablate_z290,1,z290,1.7843200112110935e-05,0.0,0,10,3.908613052772125e-06
4630,latent512_k4_ablate_z290,1,z290,1.0995330740115605e-05,0.0,0,10,1.5274605402737507e-06
1950,latent512_k4_ablate_z290,1,z290,5.260233706394501e-07,0.0,0,10,1.6510450961959577e-07
3750,latent512_k4_ablate_z290,1,z290,1.324933407431672e-07,0.0,0,10,5.087384291613262e-09
2318,latent512_k4_ablate_z290,1,z290,2.627740798288869e-07,0.0,0,10,1.8582344551987262e-08
1296,latent512_k4_ablate_z290,1,z290,5.067363417765591e-07,0.0,0,10,4.0860637540163225e-08
2685,latent512_k4_ablate_z290,1,z290,1.755128096192493e-07,0.0,0,10,8.653576522021922e-09
3326,latent512_k4_ablate_z290,1,z290,5.650223897646356e-07,0.0,0,10,1.069081889681911e-08
2775,latent512_k4_ablate_z290,1,z290,3.4242583524246584e-07,0.0,0,10,2.448332203641712e-08
840,latent512_k4_ablate_z290,1,z290,4.5021451455795614e-07,0.0,0,10,1.4160083772196685e-08
644,latent512_k4_ablate_z290,1,z290,6.923530690983171e-07,0.0,0,10,1.6702875527130345e-08
1117,latent512_k4_ablate_z290,1,z290,7.106656312316773e-07,0.0,0,10,1.5673043307629086e-08
2917,latent512_k4_ablate_z290,1,z290,3.0260713401730754e-07,0.0,0,10,1.6844269978832926e-08
4257,latent512_k4_ablate_z290,1,z290,4.666541826736648e-06,0.0,0,10,2.517721668482409e-06
4138,latent512_k4_ablate_z290,1,z290,6.23427695245482e-06,0.0,0,10,4.978243168807239e-07
2818,latent512_k4_ablate_z290,1,z290,2.5713634954627196e-07,0.0,0,10,1.342914934809869e-08
3847,latent512_k4_ablate_z290,1,z290,5.357093755264941e-07,0.0,0,10,2.4355415462196106e-08
149,latent512_k4_ablate_z290,1,z290,7.822623047104571e-07,0.0,0,10,1.80848793718269e-08
3589,latent512_k4_ablate_z290,1,z290,2.916517587436829e-07,0.0,0,10,6.027540244701868e-09
2157,latent512_k4_ablate_z290,1,z290,1.4930009228919516e-07,0.0,0,10,9.815442680860542e-09
4977,latent512_k4_ablate_z290,1,z290,2.479461909388192e-05,0.0,0,10,3.1767551718075993e-06
2778,latent512_k4_ablate_z290,1,z290,2.3690161299327883e-07,0.0,0,10,1.4241673618187178e-08
118,latent512_k4_ablate_z290,1,z290,4.567171458802477e-07,0.0,0,10,7.916773903104968e-09
732,latent512_k4_ablate_z290,1,z290,6.257047857616271e-07,0.0,0,10,1.1496835483626455e-08
4366,latent512_k4_ablate_z290,1,z290,3.4038857847917825e-06,0.0,0,10,7.90067105072012e-08
1623,latent512_k4_ablate_z290,1,z290,1.399612528985017e-06,0.0,0,10,9.995439853582866e-08
1737,latent512_k4_ablate_z290,1,z290,5.891819228054374e-07,0.0,0,10,1.233421897950393e-08
2645,latent512_k4_ablate_z290,1,z290,2.2493682649837865e-07,0.0,0,10,1.3500430995350143e-08
503,latent512_k4_ablate_z290,1,z290,5.043827968620462e-07,0.0,0,10,1.3541949783757445e-08
2827,latent512_k4_ablate_z290,1,z290,8.103370419121347e-08,0.0,0,10,9.761050856482711e-10
2102,latent512_k4_ablate_z290,1,z290,6.079446279727563e-08,0.0,0,10,5.869226771260116e-10
3472,latent512_k4_ablate_z290,1,z290,4.525169003954943e-07,0.0,0,10,8.575871568439197e-09
3991,latent512_k4_ablate_z290,1,z290,7.81094797730475e-07,0.0,0,10,1.62616995424969e-08
1578,latent512_k4_ablate_z290,1,z290,9.641537417337531e-07,0.0,0,10,1.635153665802136e-07
1393,latent512_k4_ablate_z290,1,z290,2.801797791107674e-06,0.0,0,10,9.083028089662548e-07
1394,latent512_k4_ablate_z290,1,z290,1.2843455579059082e-06,0.0,0,10,2.595158434814948e-07
1371,latent512_k4_ablate_z290,1,z290,2.699256128835259e-06,0.0,0,10,2.4284912569783046e-07
81,latent512_k4_ablate_z290,1,z290,1.5930763765936717e-06,0.0,0,10,2.0208526407827776e-08
3601,latent512_k4_ablate_z290,1,z290,1.1260242445132462e-06,0.0,0,10,4.511079509939009e-08
5,latent512_k4_ablate_z290,1,z290,5.546552301893826e-07,0.0,0,10,2.504814844428438e-08
4263,latent512_k4_ablate_z290,1,z290,2.4783632397884503e-05,0.0,0,10,3.051097110073897e-06
830,latent512_k4_ablate_z290,1,z290,4.952170229444164e-07,0.0,0,10,1.9271046980406936e-08
4729,latent512_k4_ablate_z290,1,z290,1.610618164704647e-05,0.0,0,10,2.053817524938495e-06
2500,latent512_k4_ablate_z290,1,z290,3.631575395957043e-07,0.0,0,10,1.501195256992105e-08
2314,latent512_k4_ablate_z290,1,z290,2.571756567704142e-07,0.0,0,10,1.1563416002502436e-08
1746,latent512_k4_ablate_z290,1,z290,1.4258401961342315e-06,0.0,0,10,9.192913807964942e-08
4608,latent512_k4_ablate_z290,1,z290,4.729104603029555e-06,0.0,0,10,6.90925389790209e-07
325,latent512_k4_ablate_z290,1,z290,7.460636766154494e-07,0.0,0,10,6.685024978025922e-09
3447,latent512_k4_ablate_z290,1,z290,2.7710584049600584e-07,0.0,0,10,9.038656045845528e-09
482,latent512_k4_ablate_z290,1,z290,4.351365987531608e-07,0.0,0,10,7.486851139049122e-09
2170,latent512_k4_ablate_z290,1,z290,1.9855539790114562e-07,0.0,0,10,1.6272551306428795e-08
3502,latent512_k4_ablate_z290,1,z290,7.892816711319028e-07,0.0,0,10,1.2422177064763673e-08
2512,latent512_k4_ablate_z290,1,z290,2.1330815513920243e-07,0.0,0,10,1.3624455341698649e-08
4109,latent512_k4_ablate_z290,1,z290,1.247056934516877e-05,0.0,0,10,1.2771766932928585e-06
805,latent512_k4_ablate_z290,1,z290,2.8418517672434973e-07,0.0,0,10,5.114071388589991e-09
4487,latent512_k4_ablate_z290,1,z290,3.183885200996883e-05,0.0,0,10,6.095038770581596e-06
4155,latent512_k4_ablate_z290,1,z290,3.5092452890239656e-05,0.0,0,10,8.736669769859873e-06
4154,latent512_k4_ablate_z290,1,z290,9.63466300163418e-05,0.0,0,10,4.111252110305941e-06
1028,latent512_k4_ablate_z290,1,z290,1.0596928632367053e-06,0.0,0,10,1.1580835845848014e-08
4133,latent512_k4_ablate_z290,1,z290,1.060003341990523e-05,0.0,0,10,2.6091297513630707e-06
3129,latent512_k4_ablate_z290,1,z290,4.3813111005874816e-07,0.0,0,10,9.686476509784825e-09
440,latent512_k4_ablate_z290,1,z290,5.180326070330921e-07,0.0,0,10,2.1903550084800827e-09
4795,latent512_k4_ablate_z290,1,z290,2.2560538127436303e-05,0.0,0,10,1.6912802038859809e-06
801,latent512_k4_ablate_z290,1,z290,5.868079142601346e-07,0.0,0,10,1.3689630762314664e-08
1287,latent512_k4_ablate_z290,1,z290,2.761218240721064e-07,0.0,0,10,1.305957209041253e-08
4719,latent512_k4_ablate_z290,1,z290,3.6447916500037536e-05,0.0,0,10,5.252021765045356e-06
1621,latent512_k4_ablate_z290,1,z290,6.266199079618673e-07,0.0,0,10,1.5133990061144686e-08
159,latent512_k4_ablate_z290,1,z290,6.252015509744524e-07,0.0,0,10,1.2626339973564882e-08
160,latent512_k4_ablate_z290,1,z290,1.6906002997529868e-07,0.0,0,10,4.501823802627314e-09
4586,latent512_k4_ablate_z290,1,z290,3.0959439754951745e-05,0.0,0,10,6.823499461461324e-06
3487,latent512_k4_ablate_z290,1,z290,3.35651122895797e-07,0.0,0,10,4.658117447320365e-09
714,latent512_k4_ablate_z290,1,z290,3.534008214955975e-07,0.0,0,10,2.219581674012261e-08
1233,latent512_k4_ablate_z290,1,z290,9.977393347071484e-07,0.0,0,10,1.1082621398372794e-07
1753,latent512_k4_ablate_z290,1,z290,2.1948153516859747e-06,0.0,0,10,3.882249899334056e-08
2237,latent512_k4_ablate_z290,1,z290,3.346415269334102e-07,0.0,0,10,1.2455902087538107e-08
4493,latent512_k4_ablate_z290,1,z290,3.8260864130279515e-06,0.0,0,10,8.46116350317061e-08
667,latent512_k4_ablate_z290,1,z290,1.00755619314441e-06,0.0,0,10,2.2937021171287597e-08
1897,latent512_k4_ablate_z290,1,z290,1.1406739304220537e-06,0.0,0,10,1.012609658346264e-07
3011,latent512_k4_ablate_z290,1,z290,5.801483098366589e-07,0.0,0,10,5.285158977130777e-08
836,latent512_k4_ablate_z290,1,z290,3.6026585803483613e-07,0.0,0,10,1.5194856928246736e-08
4737,latent512_k4_ablate_z290,1,z290,1.7835573089541867e-05,0.0,0,10,6.325672984530684e-06
2226,latent512_k4_ablate_z290,1,z290,2.6690995014178043e-07,0.0,0,10,1.684106010202413e-08
3651,latent512_k4_ablate_z290,1,z290,3.8524098044945276e-07,0.0,0,10,1.3356684647192196e-08
2377,latent512_k4_ablate_z290,1,z290,2.4143224663930596e-07,0.0,0,10,1.7919472128369307e-08
555,latent512_k4_ablate_z290,1,z290,1.5051432455948088e-07,0.0,0,10,1.1012954992395407e-08
2863,latent512_k4_ablate_z290,1,z290,2.1759873902738036e-07,0.0,0,10,1.3718944202878447e-08
1499,latent512_k4_ablate_z290,1,z290,1.1871804872498615e-06,0.0,0,10,2.7598229479508518e-08
1041,latent512_k4_ablate_z290,1,z290,1.176334080810193e-06,0.0,0,10,8.405633877828222e-08
351,latent512_k4_ablate_z290,1,z290,7.256106755448855e-07,0.0,0,10,1.882750311210657e-08
3349,latent512_k4_ablate_z290,1,z290,4.980346375305089e-07,0.0,0,10,4.324252245169191e-08
3254,latent512_k4_ablate_z290,1,z290,5.723281333303021e-07,0.0,0,10,2.175920776892326e-08
2137,latent512_k4_ablate_z290,1,z290,3.546707887380762e-07,0.0,0,10,1.8072691787551776e-08
1381,latent512_k4_ablate_z290,1,z290,1.5041089227452176e-06,0.0,0,10,1.23328632639641e-07
3926,latent512_k4_ablate_z290,1,z290,7.75664943830634e-07,0.0,0,10,1.1949143008394003e-08
2762,latent512_k4_ablate_z290,1,z290,9.090184960314218e-08,0.0,0,10,2.005431820606418e-09
3732,latent512_k4_ablate_z290,1,z290,1.0597998425510013e-06,0.0,0,10,1.9768497949712582e-08
1240,latent512_k4_ablate_z290,1,z290,1.6521540828762227e-06,0.0,0,10,9.804207223851336e-08
989,latent512_k4_ablate_z290,1,z290,1.2146176686655963e-06,0.0,0,10,2.0367647124430732e-08
3330,latent512_k4_ablate_z290,1,z290,5.227780661698489e-07,0.0,0,10,4.913908924208954e-08
4857,latent512_k4_ablate_z290,1,z290,2.1122406906215474e-05,0.0,0,10,1.2657203569688136e-06
3166,latent512_k4_ablate_z290,1,z290,7.134610200409952e-07,0.0,0,10,1.195178622737103e-08
205,latent512_k4_ablate_z290,1,z290,9.009671657622675e-07,0.0,0,10,3.750878274644265e-09
4410,latent512_k4_ablate_z290,1,z290,4.266428732080385e-06,0.0,0,10,2.1207134182077425e-07
1351,latent512_k4_ablate_z290,1,z290,8.158816058312368e-07,0.0,0,10,3.34397860513036e-08
2459,latent512_k4_ablate_z290,1,z290,1.7886347336570907e-07,0.0,0,10,1.1151337631076785e-08
2903,latent512_k4_ablate_z290,1,z290,3.700167212628003e-07,0.0,0,10,2.237260687820708e-08
2248,latent512_k4_ablate_z290,1,z290,2.057562369373045e-07,0.0,0,10,8.608575186030976e-09
4251,latent512_k4_ablate_z290,1,z290,1.718848398013506e-05,0.0,0,10,2.998436684720218e-06
2499,latent512_k4_ablate_z290,1,z290,1.6436938210517837e-07,0.0,0,10,6.190768342406727e-09
1526,latent512_k4_ablate_z290,1,z290,8.439293992523744e-07,0.0,0,10,1.4276895221598807e-08
3354,latent512_k4_ablate_z290,1,z290,5.537870038097026e-07,0.0,0,10,1.075906119751835e-08
746,latent512_k4_ablate_z290,1,z290,3.832311108453723e-07,0.0,0,10,5.513372425269836e-09
2846,latent512_k4_ablate_z290,1,z290,1.0648388837353195e-07,0.0,0,10,2.9078031094087464e-09
